cod_mdr,dsc_situacao_contrato_mdr,dsc_situacao_objeto_mdr,programa,acao,uf_SIGLA_UF,mun_MUNNOMEX,Código IBGE,empreendimento,cluster_empreendimento,situacao_obra,situacao_obra_base_validacao,situacao_contrato,prc_fisico,dte_inicio_obra,dte_fim_obra,pop_beneficiada,vlr_investimento,Populacao,mun_ALTITUDE,mun_AREA,dte_antes_60,dte_depois_60,dte_antes_180,dte_depois_180,dte_antes_365,dte_depois_365,cont_antes_60,cont_depois_60,cont_antes_180,cont_depois_180,cont_antes_365,cont_depois_365,razao_antes_depois_60,diferenca_antes_depois_60,razao_antes_depois_180,diferenca_antes_depois_180,razao_antes_depois_365,diferenca_antes_depois_365,tot_veic
2-1002166,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,VALENTIM GENTIL,3556107.0,PAVIMENTAÇÃO COM URBANIZAÇÃO DE VIAS E RECAPEAMENTOS.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-04-23,2017-06-01,306,328399.57,13532.0,510.0,149208.0,2019-02-22,2017-07-31,2018-10-25,2017-11-28,2018-04-23,2018-06-01,5.0,7.0,21.0,13.0,32.0,25.0,0.7142857142857143,-2.0,1.6153846153846154,8.0,1.28,7.0,9641.0
2-1002292,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,MONTEIRO,2509701.0,PAVIMENTAÇÃO EM PARALELEPÍPEDOS,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-06-01,2020-10-01,705,582544.52,33433.0,599.0,986370.0,2018-04-02,2020-11-30,2017-12-03,2021-03-30,2017-06-01,2021-10-01,3.0,4.0,18.0,20.0,32.0,35.0,0.75,-1.0,0.9,-2.0,0.9142857142857144,-3.0,10391.0
2-1002341,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,BARRA,2902708.0,PAVIMENTAÇÃO E DRENAGEM DE RUAS.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-05-18,2020-02-01,434,363279.4,53910.0,406.0,11332950.0,2018-03-19,2020-04-01,2017-11-19,2020-07-30,2017-05-18,2021-01-31,6.0,26.0,23.0,67.0,55.0,143.0,0.2307692307692307,-20.0,0.3432835820895522,-44.0,0.3846153846153846,-88.0,7420.0
2-1002342,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,GO,IPAMERI,5210109.0,PAVIMENTAÇÃO ASFÁLTICA E CONSTRUÇÃO DE CALÇADAS EM RUAS E AVENIDAS DO MUNICÍPIO DE IPAMERI - GOIÁS.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-11-06,2022-08-01,1228,1034014.43,27174.0,764.0,4368688.0,2020-09-07,2022-09-30,2020-05-10,2023-01-28,2019-11-07,2023-08-01,6.0,23.0,18.0,41.0,33.0,86.0,0.2608695652173913,-17.0,0.4390243902439024,-23.0,0.3837209302325581,-53.0,14893.0
2-1002343,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,GO,CERES,5205406.0,RECAPEAMENTO DE VIAS URBANDAS DO MUNICÍPIO DE CERES/GO.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-10-14,2021-08-01,611,510261.04,22306.0,571.0,213497.0,2020-08-15,2021-09-30,2020-04-17,2022-01-28,2019-10-15,2022-08-01,6.0,0.0,12.0,4.0,17.0,18.0,inf,6.0,3.0,8.0,0.9444444444444444,-1.0,20637.0
2-1002360,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,SANTOS DUMONT,3160702.0,PAVIMENTAÇÃO ASFÁLTICA EM RUAS DA CIDADE DE SANTOS DUMONT,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-08-24,2021-12-01,1888,1557297.43,46421.0,839.0,637377.0,2021-06-25,2022-01-30,2021-02-25,2022-05-30,2020-08-24,2022-12-01,4.0,0.0,8.0,3.0,17.0,10.0,inf,4.0,2.6666666666666665,5.0,1.7,7.0,20070.0
2-1002395,CONTRATADO - EM PRESTACAO DE CONTAS,CONCLUIDA,EMENDAS,1D73,MA,COLINAS,2103505.0,"PAVIMENTAÇÃO COM CONSTRUÇÃO DE GUIAS E SARJETAS, CALÇADAS E DRENAGEM PLUVIAL",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONTRATADA,100.0,2021-10-18,2022-02-01,410,339179.77,41312.0,141.0,2033570.0,2021-08-19,2022-04-02,2021-04-21,2022-07-31,2020-10-18,2023-02-01,0.0,0.0,1.0,4.0,1.0,5.0,,0.0,0.25,-3.0,0.2,-4.0,9817.0
2-1002396,CONTRATADO - EM PRESTACAO DE CONTAS,CONCLUIDA,EMENDAS,1D73,MA,COLINAS,2103505.0,PAVIMENTAÇÃO DE VIAS (MEIO FIO E SARJETAS) E DRENAGEM SUPERFICIAL,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONTRATADA,100.0,2021-10-12,2022-02-01,330,268786.49,41312.0,141.0,2033570.0,2021-08-13,2022-04-02,2021-04-15,2022-07-31,2020-10-12,2023-02-01,0.0,0.0,1.0,4.0,1.0,5.0,,0.0,0.25,-3.0,0.2,-4.0,9817.0
2-1002700,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PR,IRATI,4110706.0,"PAVIMENTAÇÃO DE VIAS COM EXECUÇÃO DE DRENAGEM, CALÇADAS, PISO TÁTIL, RAMPAS DE ACESSO, SINALIZAÇÃO",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-11-11,2022-10-01,1105,1165554.85,61088.0,820.0,999515.0,2019-09-12,2022-11-30,2019-05-15,2023-03-30,2018-11-11,2023-10-01,1.0,0.0,4.0,1.0,6.0,5.0,inf,1.0,4.0,3.0,1.2,1.0,41061.0
2-1002740,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PE,BONITO,2602308.0,PAVIMENTAÇÃO EM PARALELEPÍPEDO GRANÍTICO,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-09-20,2022-01-01,613,512342.44,38117.0,443.0,399503.0,2019-07-22,2022-03-02,2019-03-24,2022-06-30,2018-09-20,2023-01-01,8.0,4.0,12.0,8.0,32.0,15.0,2.0,4.0,1.5,4.0,2.1333333333333333,17.0,8825.0
2-1002886,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MA,BURITICUPU,2102325.0,PAVIMENTAÇÃO DE VIAS NO MUNICÍPIO DE BURITICUPU - MA.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-02-22,2019-11-01,1058,1286654.27,72983.0,0.0,2544975.0,2018-12-24,2019-12-31,2018-08-26,2020-04-29,2018-02-22,2020-10-31,8.0,6.0,32.0,20.0,57.0,40.0,1.3333333333333333,2.0,1.6,12.0,1.425,17.0,17849.0
2-1002987,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PR,IRATI,4110706.0,PAVIMENTAÇÃO DE VIAS URBANAS DO MUNICÍPIO DE IRATI,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-05-04,2020-05-01,343,539289.56,61088.0,820.0,999515.0,2020-03-05,2020-06-30,2019-11-06,2020-10-28,2019-05-05,2021-05-01,0.0,2.0,2.0,4.0,5.0,8.0,0.0,-2.0,0.5,-2.0,0.625,-3.0,41061.0
2-1003005,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MA,SAO PEDRO DA AGUA BRANCA,2111532.0,PAVIMENTAÇÃO DE VIAS URBANAS NO MUNICÍPIO DE SÃO PEDRO DA ÁGUA BRANCA - MA.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-11-01,2018-12-01,1781,1470000.0,12735.0,171.0,720492.0,2018-09-02,2019-01-30,2018-05-05,2019-05-30,2017-11-01,2019-12-01,4.0,1.0,12.0,8.0,27.0,15.0,4.0,3.0,1.5,4.0,1.8,12.0,2413.0
2-1003041,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SC,HERVAL D'OESTE,4206702.0,"PAVIMENTAÇÃO EM PARALELEPÍPEDO NA ESTRADA MUNICIPAL SERRA ALTA (COMPREENDENDO DESDE O FINAL DO CALÇAMENTO EXISTENTE ATÉ O LIMITE FINAL DO PERÍMETRO URBANO - EXTENSÃO DE 762,00 M) ESTRADA MUNICIPAL BARRA VERDE (TRECHO COMPREENDIDO DESDE O FINAL DO PAVIMEN",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-10-01,2018-12-01,1843,1512346.94,22714.0,523.0,222405.0,2018-08-02,2019-01-30,2018-04-04,2019-05-30,2017-10-01,2019-12-01,2.0,5.0,9.0,21.0,26.0,37.0,0.4,-3.0,0.4285714285714285,-12.0,0.7027027027027027,-11.0,15846.0
2-1003091,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,CABEDELO,2503209.0,"EXECUÇÃO DE OBRA DE PAVIMENTAÇÃO COM CONSTRUÇÃO DE GUIAS E SARJETAS, CALÇADAS E DRENAGEM PLUVIAL NO BAIRRO DE INTERMARES.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-10-29,2021-02-01,3687,3627701.37,68767.0,3.0,31265.0,2020-08-30,2021-04-02,2020-05-02,2021-07-31,2019-10-30,2022-02-01,6.0,17.0,26.0,42.0,49.0,92.0,0.3529411764705882,-11.0,0.6190476190476191,-16.0,0.532608695652174,-43.0,26696.0
2-1003092,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,CABEDELO,2503209.0,"EXECUÇÃO DE OBRA DE PAVIMENTAÇÃO COM CONSTRUÇÃO DE GUIAS E SARJETAS, CALÇADAS E DRENAGEM PLUVIAL NO BAIRRO DE INTERMARES.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-01-05,2021-04-01,4916,4301787.57,68767.0,3.0,31265.0,2020-11-06,2021-05-31,2020-07-09,2021-09-28,2020-01-06,2022-04-01,10.0,13.0,23.0,37.0,51.0,79.0,0.7692307692307693,-3.0,0.6216216216216216,-14.0,0.6455696202531646,-28.0,26696.0
2-1003096,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,RS,JAGUARAO,4311007.0,"PAVIMENTAÇÃO ASFÁLTICA COM CONSTRUÇÃO DE GUIAS E SARJETAS, CALÇADAS E DRENAGEM PLUVIAL DE RUAS DA CIDADE DE JAGUARÃO-RS",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2022-05-17,2022-05-01,3072,2522123.38,26500.0,26.0,2054390.0,2022-03-18,2022-06-30,2021-11-18,2022-10-28,2021-05-17,2023-05-01,0.0,0.0,0.0,1.0,1.0,2.0,,0.0,0.0,-1.0,0.5,-1.0,20934.0
2-1003105,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,SANTO ANTONIO DE POSSE,3548005.0,PAVIMENTAÇÃO ASFÁLTICA NAS RUAS JOÃO DALMOLIN E PROLONGAMENTO DA IASRA HEMSE DE MORAES.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-03-13,2018-06-01,306,280513.38,23529.0,695.0,154113.0,2018-01-12,2018-07-31,2017-09-14,2018-11-28,2017-03-13,2019-06-01,2.0,1.0,7.0,4.0,18.0,13.0,2.0,1.0,1.75,3.0,1.3846153846153846,5.0,16503.0
2-1003244,CONTRATADO - EM PRESTACAO DE CONTAS,CONCLUIDA,EMENDAS,1D73,MA,COLINAS,2103505.0,"PAVIMENTAÇÃO COM CONSTRUÇÃO DE GUIAS E SARJETAS, CALÇADAS E DRENAGEM PLUVIAL",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONTRATADA,100.0,2021-10-18,2022-02-01,882,764758.6100000001,41312.0,141.0,2033570.0,2021-08-19,2022-04-02,2021-04-21,2022-07-31,2020-10-18,2023-02-01,0.0,0.0,1.0,4.0,1.0,5.0,,0.0,0.25,-3.0,0.2,-4.0,9817.0
2-1003250,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PR,IRATI,4110706.0,PAVIMENTAÇÃO DE VIAS URBANAS DO MUNICÍPIO DE IRATI ATRAVÉS DE RECAPE E PAVIMENTAÇÃO,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-10-30,2018-11-01,920,988786.57,61088.0,820.0,999515.0,2018-08-31,2018-12-31,2018-05-03,2019-04-30,2017-10-30,2019-11-01,3.0,0.0,6.0,2.0,9.0,5.0,inf,3.0,3.0,4.0,1.8,4.0,41061.0
2-1003465,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,JAGUARARI,2917706.0,REALIZAÇÃO DE PAVIMENTAÇÃO NOS DISTRITOS DE FLAMENGO E CATUNI,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-02-20,2019-05-01,613,511240.0,33746.0,662.0,2567158.0,2018-12-22,2019-06-30,2018-08-24,2019-10-28,2018-02-20,2020-04-30,0.0,0.0,1.0,1.0,3.0,6.0,,0.0,1.0,0.0,0.5,-3.0,8671.0
2-1003496,CONTRATADO - LIMINAR,CONCLUIDA,EMENDAS,1D73,PB,SAPE,2515302.0,PAVIMENTAÇÃO DE VIAS EM SAPÉ - PB.,PAVIMENTACAO,OBJETO CONCLUÍDO,OBJETO CONCLUÍDO,CONTRATADA,100.0,2019-04-09,2022-12-01,1228,1029000.0,52804.0,123.0,316330.0,2019-02-08,2023-01-30,2018-10-11,2023-05-30,2018-04-09,2023-12-01,13.0,10.0,48.0,51.0,77.0,95.0,1.3,3.0,0.9411764705882352,-3.0,0.8105263157894737,-18.0,17694.0
2-1003504,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,PARAMIRIM,2923605.0,PAVIMENTAÇÃO NO BAIRRO SANTO ANTONIO,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-08-02,2020-12-01,613,523182.22,21695.0,654.0,1115641.0,2018-06-03,2021-01-30,2018-02-03,2021-05-30,2017-08-02,2021-12-01,2.0,3.0,9.0,5.0,12.0,12.0,0.6666666666666666,-1.0,1.8,4.0,1.0,0.0,7427.0
2-1003519,CONTRATADO - EM PRESTACAO DE CONTAS,CONCLUIDA,EMENDAS,1D73,MA,COLINAS,2103505.0,"CONSTRUÇÃO DA PONTE NA ÁREA URBANA, LIGANDO A SEDE DO MUNICÍPIO AO BAIRRO TRIZIDELA, NA CIDADE DE COLINAS - MA.",IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONTRATADA,100.0,2019-09-21,2020-03-01,2958,2521055.55,41312.0,141.0,2033570.0,2019-07-23,2020-04-30,2019-03-25,2020-08-28,2018-09-21,2021-03-01,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,-1.0,0.0,-1.0,9817.0
2-1003531,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MS,PARANAIBA,5006309.0,"OBRAS DE RECAPEAMENTO ASFALTICO COM CBUQ NAS RUAS CASSILANDIA, AVENIDA TRÊS LAGOAS, RUA JOSÉ GONÇALVES DE OLIVEIRA, RUA JOSÉ EVARISTO DE QUEIROZ, AVENIDA EVARISTO PEREIRA FERREIRA E RUA THEODULO MENDES MALHEIROS EM DIVERSOS BAIRROS NA CIDADE DE PARANAÍBA,",RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-04-30,2022-10-01,367,476880.45,42276.0,374.0,5402778.0,2019-03-01,2022-11-30,2018-11-01,2023-03-30,2018-04-30,2023-10-01,1.0,2.0,9.0,5.0,18.0,11.0,0.5,-1.0,1.8,4.0,1.6363636363636365,7.0,32973.0
2-1003592,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,CE,BREJO SANTO,2302503.0,PAVIMENTAÇÃO EM VIAS URBANAS,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-10-18,2019-10-01,1474,1211000.0,49842.0,381.0,661959.0,2019-08-19,2019-11-30,2019-04-21,2020-03-29,2018-10-18,2020-09-30,10.0,21.0,60.0,74.0,148.0,110.0,0.4761904761904761,-11.0,0.8108108108108109,-14.0,1.3454545454545457,38.0,21631.0
2-1003779,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,SAO JOAO DO RIO DO PEIXE,2500700.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO EM VIAS PÚBLICAS URBANAS NO MUNICÍPIO DE SÃO JOÃO DO RIO DO PEIXE - PB.,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-02-01,2020-10-01,613,493100.0,18026.0,245.0,474426.0,2019-12-03,2020-11-30,2019-08-05,2021-03-30,2019-02-01,2021-10-01,5.0,0.0,18.0,2.0,43.0,2.0,inf,5.0,9.0,16.0,21.5,41.0,5371.0
2-1003780,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,SAO JOAO DO RIO DO PEIXE,2500700.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO EM VIAS PÚBLICAS URBANAS NO MUNICÍPIO DE SÃO JOÃO DO RIO DO PEIXE - PB.,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-08-15,2020-11-01,613,493100.0,18026.0,245.0,474426.0,2020-06-16,2020-12-31,2020-02-17,2021-04-30,2019-08-16,2021-11-01,1.0,1.0,2.0,2.0,21.0,2.0,1.0,0.0,1.0,0.0,10.5,19.0,5371.0
2-1003783,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,CATOLE DO ROCHA,2504306.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO EM VIAS PÚBLICAS URBANAS NO MUNICÍPIO DE CATOLÉ DO ROCHA - PB.,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-01-01,2019-01-01,884,728996.6,30684.0,272.0,552098.0,2017-11-02,2019-03-02,2017-07-05,2019-06-30,2017-01-01,2020-01-01,1.0,5.0,7.0,22.0,16.0,34.0,0.2,-4.0,0.3181818181818182,-15.0,0.4705882352941176,-18.0,14582.0
2-1003784,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,CATOLE DO ROCHA,2504306.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO EM VIAS PÚBLICAS URBANAS NO MUNICÍPIO DE CATOLÉ DO ROCHA - PB.,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-12-01,2020-02-01,896,725719.18,30684.0,272.0,552098.0,2019-10-02,2020-04-01,2019-06-04,2020-07-30,2018-12-01,2021-01-31,3.0,5.0,15.0,8.0,33.0,31.0,0.6,-2.0,1.875,7.0,1.064516129032258,2.0,14582.0
2-1003796,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MA,TURILANDIA,2112456.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO EM VIAS PÚBLICAS URBANAS,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-12-15,2021-03-01,1843,1515000.0,25868.0,0.0,1511575.0,2020-10-16,2021-04-30,2020-06-18,2021-08-28,2019-12-16,2022-03-01,2.0,4.0,4.0,10.0,11.0,18.0,0.5,-2.0,0.4,-6.0,0.6111111111111112,-7.0,2083.0
2-1003798,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MA,TURILANDIA,2112456.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO EM VIAS PÚBLICAS URBANAS,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-12-15,2021-03-01,1843,1515000.0,25868.0,0.0,1511575.0,2020-10-16,2021-04-30,2020-06-18,2021-08-28,2019-12-16,2022-03-01,2.0,4.0,4.0,10.0,11.0,18.0,0.5,-2.0,0.4,-6.0,0.6111111111111112,-7.0,2083.0
2-1003800,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,SAO BENTO,2513901.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO EM VIAS PÚBLICAS URBANAS NO MUNICÍPIO DE SÃO BENTO - PB.,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-04-26,2019-01-01,859,697505.3,34344.0,141.0,248198.0,2018-02-25,2019-03-02,2017-10-28,2019-06-30,2017-04-26,2020-01-01,1.0,2.0,5.0,18.0,27.0,47.0,0.5,-1.0,0.2777777777777778,-13.0,0.574468085106383,-20.0,15492.0
2-1003801,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,GURINHEM,2506400.0,PAVIMENTAÇÃO E DRENAGEM EM DIVERSAS RUAS NO MUNICÍPIO DE GURINHÉM,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-04-17,2019-12-01,920,740350.0,14127.0,104.0,309276.0,2018-02-16,2020-01-30,2017-10-19,2020-05-29,2017-04-17,2020-11-30,3.0,3.0,9.0,7.0,11.0,12.0,1.0,0.0,1.2857142857142858,2.0,0.9166666666666666,-1.0,3203.0
2-1003810,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,PAULISTA,2510907.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO EM VIAS PÚBLICAS URBANAS NO MUNICÍPIO DE PAULISTA - PB.,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-01-01,2020-02-01,859,690900.0,12379.0,160.0,576880.0,2019-11-02,2020-04-01,2019-07-05,2020-07-30,2019-01-01,2021-01-31,2.0,4.0,6.0,6.0,12.0,17.0,0.5,-2.0,1.0,0.0,0.7058823529411765,-5.0,3581.0
2-1003814,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,QUEIMADAS,2512507.0,"PAVIMENTAÇÃO E DRENAGEM EM DIVERSAS RUAS NO BAIRRO VILAS, NO MUNICÍPIO DE QUEIMADAS - PB.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-09-01,2019-11-01,859,690900.0,44179.0,450.0,409196.0,2019-07-03,2019-12-31,2019-03-05,2020-04-29,2018-09-01,2020-10-31,9.0,14.0,15.0,30.0,21.0,42.0,0.6428571428571429,-5.0,0.5,-15.0,0.5,-21.0,15513.0
2-1003816,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,ITAPORANGA,2507002.0,"PAVIMENTAÇÃO E DRENAGEM EM DIVERSAS RUAS NO CONJUNTO JOÃO SILVINO, NO MUNICÍPIO DE ITAPORANGA - PB.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-01-05,2021-03-01,490,407940.85,24828.0,291.0,468069.0,2019-11-06,2021-04-30,2019-07-09,2021-08-28,2019-01-05,2022-03-01,5.0,1.0,16.0,6.0,22.0,21.0,5.0,4.0,2.6666666666666665,10.0,1.0476190476190477,1.0,8840.0
2-1003818,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,ITAPORANGA,2507002.0,"PAVIMENTAÇÃO E DRENAGEM EM DIVERSAS RUAS NO BAIRRO BELA VISTA, NO MUNICÍPIO DE ITAPORANGA - PB.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-07-22,2021-03-01,736,592000.0,24828.0,291.0,468069.0,2020-05-23,2021-04-30,2020-01-24,2021-08-28,2019-07-23,2022-03-01,6.0,1.0,18.0,6.0,32.0,21.0,6.0,5.0,3.0,12.0,1.5238095238095235,11.0,8840.0
2-1003824,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,BOQUEIRAO,2502508.0,PAVIMENTAÇÃO EM PARALELEPÍPEDOS EM DIVERSAS RUAS DO MUNICÍPIO DE BOQUEIRÃO - PB.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-12-29,2021-02-01,2211,1877427.24,17870.0,355.0,424646.0,2020-10-30,2021-04-02,2020-07-02,2021-07-31,2019-12-30,2022-02-01,4.0,4.0,11.0,12.0,26.0,25.0,1.0,0.0,0.9166666666666666,-1.0,1.04,1.0,5049.0
2-1003831,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,SAO BENTO,2513901.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO EM VIAS PÚBLICAS URBANAS NO MUNICÍPIO DE SÃO BENTO - PB,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-01-02,2019-01-01,859,690900.0,34344.0,141.0,248198.0,2017-11-03,2019-03-02,2017-07-06,2019-06-30,2017-01-02,2020-01-01,2.0,2.0,14.0,18.0,38.0,47.0,1.0,0.0,0.7777777777777778,-4.0,0.8085106382978723,-9.0,15492.0
2-1003833,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,MARI,2509107.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO EM VIAS PÚBLICAS DE MARI - PB,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-12-04,2020-12-01,920,747900.53,21866.0,143.0,154726.0,2020-10-05,2021-01-30,2020-06-07,2021-05-30,2019-12-05,2021-12-01,1.0,8.0,19.0,14.0,37.0,40.0,0.125,-7.0,1.3571428571428572,5.0,0.925,-3.0,5835.0
2-1003956,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MA,OLHO D'AGUA DAS CUNHAS,2107407.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO COM MEIO-FIO E CALÇADA,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-05-14,2018-10-01,736,600000.0,19561.0,30.0,552619.0,2018-03-15,2018-11-30,2017-11-15,2019-03-30,2017-05-14,2019-10-01,0.0,2.0,3.0,2.0,8.0,4.0,0.0,-2.0,1.5,1.0,2.0,4.0,5954.0
2-1003978,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,RS,ARROIO GRANDE,4301305.0,"IMPLANTAÇÃO DE PAVIMENTAÇÃO EM VIAS PUBLICAS URBANAS, COM A UTILIZAÇÃO DE BLOCOS PRÉ MOLDADOS INTERTRAVADOS",IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-06-03,2019-10-01,490,520097.38,18238.0,22.0,2518480.0,2019-04-04,2019-11-30,2018-12-05,2020-03-29,2018-06-03,2020-09-30,0.0,0.0,0.0,1.0,0.0,3.0,,0.0,0.0,-1.0,0.0,-3.0,12163.0
